tweet_id,customer_text,support_reply,weak_intent,gold_intent,gold_escalate,gold_escalation_reason,human_reply_score_1_to_5,annotation_notes,reviewed,split
1394906,Siri keeps activating on my Watch Series 2. This started after installing watchOS 4. @AppleSupport,"@444386 Thanks for reaching out. We've received your DM, and we'll continue there. https://t.co/GDrqU22YpT",software_and_update,,,,,,False,test
1936047,"@applesupport I have a business order for PPU that is for today, but every time I call you guys it gets hung up and store is no help.",@576001 Send us a DM. We want to make sure we have all the details about your order so we can help find the best options. https://t.co/GDrqU22YpT,order_and_repair,,,,,,False,test
1408183,hi how do i fix my phone none of my texts are coming through ????? @115858,@447309 Let's get you back to texting. Can you send texts successfully? Are you connected to Wi-Fi or cellular data currently?,how_to_and_setup,,,,,,False,test
570183,@AppleSupport - Why would my IPhone suddenly be requesting my ID or password? I do not use the password for anything other than app purchases (None since getting the phone over a year ago) - There was a short message in grey before hitting the button.,"@253842 We understand that this can be concerning, especially if you're not expecting to see an alert. Do you recall any of the message that appeared?",account_and_security,,,,,,False,test
681987,"@115858 can u pls fix the freakin I️ already, this is annoying afffff",@282750 We'd love to help! Check out this article for a workaround for this issue: https://t.co/xXaXeeSRt9,other,,,,,,False,dev
1761152,So the rear camera on my iPhone just decided to stop working for some reason... 🤷🏻‍♂️. @115858,@530000 We can help you get your camera back in working order. Send us a DM to get started. https://t.co/GDrqU22YpT,device_hardware,,,,,,False,test
794552,"Its annoying how my iPhone constantly asks for me to sign back into itunes store or icloud, why? Ive not logged out! @115858",@309446 We can understand and would like to help. Did this begin after anything in particular?,billing_and_purchase,,,,,,False,test
1168962,@115858 the new update 11.0 and 11.0.1 is eating my battery solve this matter please,@394972 Let’s see what we can do. This article explains how to maximize battery life: https://t.co/bivpdfBNJ6 DM us if issue the persists. https://t.co/GDrqU22YpT,device_hardware,,,,,,False,test
1102919,How is my @115858 charger not supported for my Apple phone smh,@380261 We'd like to help. Are you getting an error message when you charge your device? Does the issue continue after a restarting?,billing_and_purchase,,,,,,False,test
2557431,"@AppleSupport Hi, I smelled something burning and it was my MacBook Pro power adapter at the base. Do you guys offer replacements or do I need to buy a new one? Its a 60W Magsafe 2. https://t.co/1ly5yO4x4i",@726062 We'd like to take a look into this with you. Send us a DM letting us know which MacBook Pro this charger is used with and we'll continue from there: https://t.co/GDrqU22YpT,order_and_repair,,,,,,False,dev
1413234,For as much as we pay for these phones this “I” glitch is unacceptable @AppleSupport,"@448427 You're in the right place for help. To get us started, may we get the iOS version shown in Settings &gt; General &gt; About?",software_and_update,,,,,,False,test
574920,"@applesupport how do I make a genius bar appointment?  the webpage is 403 forbidden.  I called the store number, but I am on hold.",@255250 What is the reservation regarding? We're happy to help. You can also try using the following link: https://t.co/PruGCHO1ib,order_and_repair,,,,,,False,test
2013850,When can we expect the unlocked version of iPhone X available for preorder or to get one from stores. @AppleSupport,@595475 We'll be glad to point you in the right direction. DM us which country you're in. We'll start there. https://t.co/GDrqU22YpT,order_and_repair,,,,,,False,test
556193,"@AppleSupport how do I transfer the ringtones I created, from my old iPhone to my new iPhone?","@249927 We love custom ringtones and would love to help. If the original files that you created are on your computer, you can use these steps to transfer them: https://t.co/Pm4DavkQln Otherwise, you won't be able to get them from one iPhone to another.",how_to_and_setup,,,,,,False,test
2177959,@115858 it is a NIGHTMARE to set up a new phone… now it seems that I MUST have access to the old phone number to recover MY information!!!,@359474 Let's look into this together. Send us a DM by clicking on the link below. We'll go from there. https://t.co/GDrqU22YpT,how_to_and_setup,,,,,,False,dev
1416044,iPhone 8 Plus almost blew up last night &amp; burn my house down due to a defective battery. Apple says stop by next week! @115858 @AppleSupport,@449088 Join us in DM. We'd like to see what we can do to assist. https://t.co/GDrqU22YpT,device_hardware,,,,,,False,test
2712585,@AppleSupport I dropped my iPad the side of the screen light black 3 dots,@761562 We'd like to help out. Go ahead and DM us some more details about this and we can work together. https://t.co/GDrqU22YpT,device_hardware,,,,,,False,test
1670655,"@AppleSupport Sorry for the late reply, but I figured it out! I was only viewing my ""Purchased"" movies. Thanks for reaching out!",@235373 Excellent. We're glad you got everything sorted. Feel free to reach out again if you need anything.,billing_and_purchase,,,,,,False,test
1672699,@AppleSupport I'm a T-Mobile user and I don't have SSN.. how can I enable the Cellular feature on the Apple Watch 3? They ask for SSN 💔👎🏻😢,@509079 We’ve received your DM and will continue there shortly. Thank you for your patience.,how_to_and_setup,,,,,,False,test
2696085,@AppleSupport can u plz make all Apple phone battery last longer because when my battery is 30 or 83% it is 20% in 10 or 20 seconds plz fix it,@757619 Battery life is important when it comes to your iPhone. We'd like to help you get it back in working order. Send us a DM. https://t.co/GDrqU22YpT,device_hardware,,,,,,False,dev
734909,my freaking icloud backed up everything from 2015/16 and all the old pics of my ex i deleted CAME BACK @18540 @115858 fix it,@295824 We understand your concern and would like to help you. Send us a DM to get started. https://t.co/GDrqU22YpT,service_and_connectivity,,,,,,False,test
1179932,.@AppleSupport how do I make it so my bluetooth doesn’t automatically turn on?,@294225 We'd like to help! Check out this article: https://t.co/G7BHuQnDS6,how_to_and_setup,,,,,,False,test
2372175,@684409 *I.....  @115858 fix this pls thanks yo,"@684408 You're in the right place for help. We did recently release iOS 11.1.1 which provides a fix for the auto-correct issue. If you haven't had the chance, we recommend updating to the most recent version. Let us know how that goes. https://t.co/80YRnjDFDk",other,,,,,,False,test
1974739,@AppleSupport iMac stuck on startup screen. Should I hold the power button down to try rebooting it? What is the best course of action? https://t.co/iOjuHkYRVd,@584793 We know how important it is to be able to use your Mac. Did this occur after trying to install an update? Please DM us: https://t.co/GDrqU22YpT,device_hardware,,,,,,False,test
1795737,"@AppleSupport Hi, got my screen repaired under warranty as became loose. Now repaired screen is becoming loose again. Help please",@539593 Thanks for reaching out! We’d be happy to see what options are available. DM us what country you’re located in to proceed. https://t.co/GDrqU22YpT,order_and_repair,,,,,,False,dev
1780925,"@AppleSupport When are you guys going to sort out the glitches with the last iPhone update. Sick of my phone crashing, Pages refreshing! 😡","@535075 Let us know via DM the type of iPhone that you have, then we can work with you and get this figured out. https://t.co/GDrqU22YpT",software_and_update,,,,,,False,test
1128271,"@AppleSupport this needs investigation, apple watch not supporting original charger https://t.co/LevhLVeBzw",@385988 We can definitely help. Could you Direct Message us and let us know what country you're located in? https://t.co/GDrqU22YpT,billing_and_purchase,,,,,,False,test
589572,@115858 is so annoying to have to wait multiple days to reset a password 🙄🙄🙄,@259398 We'd like to know more. Which process are you going through to reset your password?,account_and_security,,,,,,False,test
1065811,"@AppleSupport iTunes Store session expires every time I open iTunes. After I enter password, this pops up 3 more times. Windows 10. What do? https://t.co/rb7HYZr4RJ",@363012 Let's take a look at this. DM us what your iTunes version is and we can take a look at this. https://t.co/GDrqU22YpT,account_and_security,,,,,,False,test
2279841,"Why are those even an option for me, @115858 when are you gonna fix this glitch? https://t.co/VMoHiNYSPd","@662798 We released an update to help address the issues you're experiencing. Please back up your device, then update to 11.1.1. Please follow this for how to create a backup: https://t.co/tHicJHB57O Once complete, tap Settings &gt; General &gt; Software Update to update.",other,,,,,,False,dev
1752322,@527910 But how do we fix it??? @115858,@527909 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,how_to_and_setup,,,,,,False,test
1997717,@115858 what’s going with the emoji issue &amp; iMessage issue?,"@590692 We want everything working smoothly for you. Connect with us by DM, and let us know more about what you're seeing. https://t.co/GDrqU22YpT",service_and_connectivity,,,,,,False,test
956342,"@AppleSupport It was due to a bug in MacOS and/or iMovie app, since last weeks updates it finally works again. Pfeew",@344238 Excellent! We're glad to see that the problem is resolved. Please feel free to reach out to us again if you need any more help. We’re available every day to answer your questions from 5am-8pm Pacific. Have a great day!,software_and_update,,,,,,False,test
1524084,"@AppleSupport Thx for showing me the obvious, however Blutooth still is automatically turned on as soon as I change to Flightmode off in iOS 11.1 🤔😕","@473486 That's correct. When disabling Airplane mode, Bluetooth &amp; Wi-Fi come back on if disabled from Control Center previously.",software_and_update,,,,,,False,test
2185381,@AppleSupport I want to send photo from my iPhone 6 to x i use same apple id my airdrop is receiving to all and still not showing the x,"@640022 Okay. Send us a DM, and we'll help from there. Thanks. https://t.co/GDrqU22YpT",account_and_security,,,,,,False,dev
1173055,Hello @AppleSupport can Animoji be blocked via parental controls? Serious. Can’t have iPhone X in home if it can send face-controlled poop.,@395906 Hey there! Good question! Here's information on some controls that Parental Controls allows: https://t.co/ZOXnGWIMDN,account_and_security,,,,,,False,test
2050602,"iOS 11.0.2 running on a 32 GB iPhone 7 Plus, microphone and speaker not working during calls. Battery drains quickly @AppleSupport",@606414 Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this. https://t.co/GDrqU22YpT,device_hardware,,,,,,False,test
453990,"@115858 @AppleSupport @222744 Iphone7 plus red(in warranty) damaged, suddenly both camera were stop working, the ishop store in Mexico told me that they will repair my phone istead of replace it,Why is the reason that won't be replaced,if that is the Apple policy? URGENT!!","@222743 We appreciate you tweeting us today! Our iPhone warranty, found at https://t.co/DdDM6TezVe outlines the different options that may be used for servicing your iPhone, including repair.",order_and_repair,,,,,,False,test
2665323,So #iPhone8 or #iPhoneX? @115858 help me out.,@750950 This link can help you compare devices. https://t.co/oLi0y1y0xT,other,,,,,,False,test
2427324,"@AppleSupport Hi, I do use iCloud Photo Library and they disappear when I’m connected to wifi and when I’m not, I signed into iCloud on my laptop and they’re still there they’ve just disappeared from the phone",@361205 Send us a DM to continue. https://t.co/GDrqU22YpT,service_and_connectivity,,,,,,False,dev
517208,"Wow was on hold for like 10 min with @AppleSupport and they hung up on me , been tryin to recover my Apple ID password all week 😒😒",@239248 We are so sorry the call was interrupted. Let's get a call scheduled for you at your earliest convenience. Please tap here to meet us in a DM and we'll be glad to set that up: https://t.co/GDrqU22YpT,account_and_security,,,,,,False,test
631839,So @115858 my phone is completely fucked and now won't even turn on... S/O you guys!!,@269743 Let us help with your iPhone! You’ll want to start with the troubleshooting listed here: https://t.co/8MvHMFZ83h DM us if you’re still having issues after completing the steps. https://t.co/GDrqU22YpT,how_to_and_setup,,,,,,False,test
2619848,"@AppleSupport If i return new product , iphone , you refund full money , or what ?",@242309 Let's get you over to our Sales Support team who can help answer any questions you have about returning your iPhone. They'll be the best ones to look into your available options. Just follow this link to get to them: https://t.co/8yjRd1Xo0i,billing_and_purchase,,,,,,False,test
2676549,Out of the blue my 2016 MacBook won’t turn on and this is really an unexpected roadblock @115858,@753324 We're here for you. Send us a DM and we'll get started there. https://t.co/GDrqU22YpT,how_to_and_setup,,,,,,False,test
2734058,@115858 can you do something about this I️ please??? Who in your coding department fucked up that bad that it still hasn’t been fixed yet.,"@766305 We've released an update that includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards.",other,,,,,,False,dev
1780465,@AppleSupport can you help me with this ? i dont have an iphone and have not purchased netflix!! ?? https://t.co/5xg1atOdS5,"@534924 We are glad you reached out. Let's meet up in DM. For now, do not click any links or attempt to sign in via the email. https://t.co/GDrqU22YpT",billing_and_purchase,,,,,,False,test
1219213,"@AppleSupport Yes, all WiFi networks and I have restarted several times, seems to only fix the issue temporarily.",@290309 Thanks for clarifying this for us. Go ahead and send us a DM so we can look into this further with you. https://t.co/GDrqU22YpT,service_and_connectivity,,,,,,False,test
817856,"@AppleSupport Can't get into P/W &amp; Security without entering my P/W, which I can't reset as it sends the reset msg to my iPhone but doesn't arrive :(",@314791 We'll certainly want to take a closer look into this. Select the following link to join us in a DM and we'll continue there. https://t.co/GDrqU22YpT,account_and_security,,,,,,False,test
2894780,@AppleSupport I'm trying to get my iPhone 7 ready for recycling but I can't delete my iCloud account. I get a message saying 'Couldn't delete account. The account may be syncing data. Please try again.' I've also tried signing out on the Apple ID page but nothing happens.,@791237 Thank you for reaching out to us. We'd love to help with this. Could you please let us know in DM the software version you're using on your iPhone 7? https://t.co/GDrqU22YpT,service_and_connectivity,,,,,,False,test
744250,@AppleSupport Purchased no.  Downloaded via Apple Music subscription though.,@201000 Is iCloud Music Library enabled on your new iPhone? You can check at Settings &gt; Music. DM us and we will continue there. https://t.co/GDrqU22YpT,billing_and_purchase,,,,,,False,dev
2890718,"@AppleSupport It won’t let me join it, keeps telling me the password is wrong when it isn’t. That’s my issue.",@134431 Are you able to reboot that router? Let us know in DM. https://t.co/GDrqU22YpT,account_and_security,,,,,,False,test
1228049,"@AppleSupport wifi network. made sure that receiving is set to ""everyone"" on both devices. yet my MBP is still unable to discover my iphone",@408105 Thank you for that information. We'd like to continue working with you. Let's move our conversation to DM. https://t.co/GDrqU2kzhr,service_and_connectivity,,,,,,False,test
1951107,How can i order an unlocked iPhone X ? @AppleSupport @115858,"@579470 Thanks for reaching out to us. Please reach out to our Online Store team, here: https://t.co/8yjRd1Xo0i They can help with this! https://t.co/GDrqU22YpT",account_and_security,,,,,,False,test
1149732,@118845 your headphones are horrible quality. Never again,@390554 We'd like to hear more about what happened. Please DM us and we'll continue there. https://t.co/GDrqU22YpT,device_hardware,,,,,,False,test
1792831,@115858 my screen record button turns on and off whenever it wants to because it has a mind of its own pls help,@538494 We want to help. Send us a DM and let us know what device this is occurring with and we can continue from there. https://t.co/GDrqU22YpT,device_hardware,,,,,,False,dev
2843923,"@115858 was transferred to 3 different people, then hung up on, all in regards to your bad anti reflective coating issue - wow. just. wow. all I want is a repair timeline.",@791155 That's not the experience we want to provide. Meet us in DM to work on this further. https://t.co/GDrqU22YpT,how_to_and_setup,,,,,,False,test
1973539,@115858 Apple u wld b my hero if u can help me. Pre-Ordered iPhone X yesterday. 5-6 week delivery. iPhone 6+ died today horrible timing. HELP! DM ME,"@709251 We'd like to help. Please send us a DM with more details, and we'll get started. https://t.co/GDrqU22YpT",order_and_repair,,,,,,False,test
829582,".@AppleSupport any reason why my phone keeps overheating, freezing and the battery doesn’t last since the update? had no problems before!",@317560 We'd like to help! Send us a DM with the country that you are located in to continue. https://t.co/GDrqU22YpT,device_hardware,,,,,,False,test
152936,@AppleSupport my battery has drained down to 43% percent in less than 20 minutes. New normal? I have been told by your Genius Bar that other companies make devices. Should I end my loyalty with Apple?,@150985 We'd like to look into this with you. DM us and we'll get started there. https://t.co/GDrqU22YpT,device_hardware,,,,,,False,test
958020,@AppleSupport It asks me to login in to my Apple ID and then nothing happens.,"@347315 Thanks for that information. May we ask, what troubleshooting you've already tried? Let us know in DM. https://t.co/GDrqU22YpT",account_and_security,,,,,,False,dev
145196,My not so old #iphone6s has almost become a brick after the updates! Why @115858 ? Why would you do this to loyal customers. I will but the #iphoneX just don't shove it down my throat like this :-(,@148900 We'll do all we can to assist. Can you give us some details about your iPhone 6S? Is it updated all the way to iOS 11.1.2? What specific issues are making it hard to use?,software_and_update,,,,,,False,test
300598,@AppleSupport where to set the carrier account settings by default when ordering iPhone through the Apple store app?,"@176777 We can get you to the right spot. For help with purchasing, please reach out to our Online Store team:  https://t.co/8yjRd1Xo0i",order_and_repair,,,,,,False,test
1498660,This “I️” shut is ugly how do I️ fix it? @115858,"@467959 We want to take a look at this with you. Meet us over in DM, and we’ll get started there. https://t.co/GDrqU22YpT",how_to_and_setup,,,,,,False,test
1802535,smh my phone doesn't want to turn on @115858 fix this,@541622 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this together. https://t.co/GDrqU22YpT,how_to_and_setup,,,,,,False,test
2071899,"@83782 my brothers cable purchased from you was not good and stopped workin in few months, he give it to store and not get from 1 month, what kinda service you are providing? @115858",@612779 We appreciate you reaching out to us. We'd like to look into this further. Click here to join us DM. We'll continue there: https://t.co/GDrqU22YpT,billing_and_purchase,,,,,,False,dev
2020073,"Any help for @115858 iMessage not syncing ios11 between iPad, iPhone, iwatch",@194875 We'd love to help. DM us at the link below for further assistance. https://t.co/GDrqU22YpT,service_and_connectivity,,,,,,False,test
262970,@AppleSupport Is there a recommended app to test battery health (iPhone 5). Experiencing issues and trying to troubleshoot power.,@178658 We can totally help you out with your battery. Would you mind joining us in DM to get started? https://t.co/GDrqU22YpT,device_hardware,,,,,,False,test
2312837,@AppleSupport I have reset the password and the problem has not resolved what is going on !! https://t.co/vpFsfjlSUw,@670708 Hey there! We're happy you reached out about this issue. We recommend checking out this link with info: https://t.co/HH37urdbz9,account_and_security,,,,,,False,test
2729016,"Ya no aguanto más @115858 se perdió lo que érais, me he cansado de actualizaciones continuas, de errores, de almacenamiento irreal, de almacenamiento lleno, de icloud... Vosotros que érais diferentes a Microsoft en teoría...",@765153 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,service_and_connectivity,,,,,,False,test
2240842,"@AppleSupport I want to buy an app from App Store but my card gets declined everytime because my country isn't listed! 
Hello It's Morocco It's in north africa","@582964 We recommend contacting your local Apple Authorized Distributor for support, and they can be found here: https://t.co/6J9VP0njpe",billing_and_purchase,,,,,,False,dev
2515990,@AppleSupport My iPhone X was delivered with a little crack on the back. Will that get replaced/repaired? https://t.co/1ErwltgbnK,"@716727 We'd be happy to look into options for your iPhone X with you. Send us a DM, and we'll continue together there. https://t.co/GDrqU22YpT",order_and_repair,,,,,,False,test
1756277,"@AppleSupport I cant login to report a problem for an app purchase. When I log in it refreshes to the same log in page, issue for 2 days now",@528827 Happy to help. You can get in touch with our iTunes team for help. Get in touch with them here:  https://t.co/SDIe7UiyJN,account_and_security,,,,,,False,test
1626173,@AppleSupport Thanks.,@497961 You are welcome. We appreciate getting the chance to work with you.,software_and_update,,,,,,False,test
1744942,OKAY BUT SERIOUSLY @115858 make my 750$ phone stop doing this shit https://t.co/78nbDlSAuV,@526189 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,other,,,,,,False,test
1547616,"@AppleSupport this update sucks my phone needs to be charged 3 times a day, please fix. 100% this morning at 7:00 and it’s already at 49%.",@479151  We how important your battery life is and we want to help.  Send us a DM letting us know if you are updated to iOS 11.0.3. https://t.co/GDrqU22YpT,billing_and_purchase,,,,,,False,dev
92538,"@115858 Does this charger come with a warranty? Thank you and have a terrific day.

https://t.co/ikNhJkGb5e",@136039 We would like to help you look into all of your service options.  Please meet us in DM and we can take a closer look. https://t.co/GDrqU22YpT,billing_and_purchase,,,,,,False,test
1113190,@AppleSupport So the new phone you guys gave me today wont turn on now I've restored it.. I cant get any fucking info from my fucking phone because theres an unknown error after I restored it.  I cant even book an appointment without my phone.  Apple is a joke.,@382718 Let's make sure you have a working phone. Meet us in DM so we can get started. https://t.co/GDrqU22YpT,order_and_repair,,,,,,False,test
433055,@115858 any idea how much a screen replacement for an Apple Watch series 2 (38mm) is? As your custoner service don't...,@217995 We can help out. Pricing for both in and out of warranty service can be found here: https://t.co/vBb6q008sy,order_and_repair,,,,,,False,test
1666284,@AppleSupport This is a purchased song,@507627 Thanks for clarifying this for us. Are you able to download it again? This will help: https://t.co/I39AyMJNgb,billing_and_purchase,,,,,,False,test
1997333,@115858 what’s wrong with the letter I️ every time I️ try to type it by itself “A ?” comes up?,"@590580 We'd like to take a look at this with you. DM us, tell us the exact version of iOS 11 you're using and we'll go from there. https://t.co/GDrqU22YpT",other,,,,,,False,dev
1805403,So my iPhone charging cable just melted and started on fire while on my desk. @115858 @AppleSupport https://t.co/hs7pM1iaT6,@542457 Please meet us in DM. Let us know your country of residence and if this charger is original to your iPhone. https://t.co/GDrqU22YpT,device_hardware,,,,,,False,test
1541152,@115858 I never set up a restrictions pass code and now my old iPhone 7 won't let me erase and reset it without one. HELP,@445715 We're here for you. Are you wanting to restore it to factory settings or restore a backup on your iPhone?,how_to_and_setup,,,,,,False,test
2276962,@115858 I want to get the new iPhone X with monthly payments but the Apple store app says not taking reservations. May I ask why please?,@155290 We’re glad to help with ordering the new iPhone X! Our stores can show that when there are no available appointments. We’d like to refer you to our Sales team here for more help:  https://t.co/8yjRd1Xo0i,billing_and_purchase,,,,,,False,test
40539,@AppleSupport Hey! How do I permanently enable ‘Explicit’ content for Music? I have to manually enable it everytime. #AppleMusic,@124896 We'd like to help. Please meet us in DM and we'll take a further look at this together. https://t.co/GDrqU22YpT,how_to_and_setup,,,,,,False,test
1595067,@115858 my pictures didn’t transfer. 🤦🏾‍♂️ help?!,@490120 We’d like to see how we can help. Can you DM us some more details about the issue you're having? https://t.co/GDrqU2kzhr,how_to_and_setup,,,,,,False,dev
2840389,"How do I unlock MacBook if I’ve forgotten my password?? Any help is welcome, pleaseeee! @AppleSupport @156471",@790411 We'd love to help you gain access to your MacBook again. Check out this link for help with resetting your password: https://t.co/HvfRwsrSru Let us know the result.,account_and_security,,,,,,False,test
1391868,@115858 Your consumers deserve access to the following:  WATCH: Let us remove the timer from the face.  iOS11: Disable screenshot thumbnails.,@443725 We can help get you to the right place to make your suggestion. Provide your feedback here:  https://t.co/eTPVYVFyd8,device_hardware,,,,,,False,test
956406,@AppleSupport Not sure when the 11.0.3 was released. Last week? Works fine on the iPad but seems to freeze when trying to sync with iCloud,@346930 We want to help. Which iPhone model do you own?,service_and_connectivity,,,,,,False,test
2817231,Why after the latest update does my @115858 iPhone hold a charge for about 1/3 the time? Ya suspect. https://t.co/AzMh0gt9Ra,"@178654 We know how important it is for your iPhone's battery to keep a charge for as long as possible and we'd like to help. To start, please DM us with the country where you're located and model of iPhone you're using. https://t.co/GDrqU22YpT",billing_and_purchase,,,,,,False,test
297423,This iOS 11 draaaaaaiiinnnnnssss your battery.. omfg!!!!! @115858 fix this shit!,@186839 Let's get to the bottom of the battery issues you are seeing. Could you join us in DM with more info? https://t.co/GDrqU22YpT,device_hardware,,,,,,False,dev
1709196,@68643 @115858 Everytime I️ type “I️” it changes it’s so annoying!!!!,@517904 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,other,,,,,,False,test
1201136,"My phone is plugged in and charging but losing charge????

@AppleSupport wtf","@402233 Having a reliable iPhone is important, and we'd like to find a solution together. Are you using an Apple certified charger?",billing_and_purchase,,,,,,False,test
2292403,@115858 @AppleSupport what can I do if a support representative over the phone has offered an awesome courtesy solution for a repair but the store itself doesn't allow it? .. can a Canadian ship the product back to Apple? Please help! 😢,"@665724 We want to help you. DM us, and tell us a little bit more about what's going on exactly. We'll see what we can to do to assist you. https://t.co/GDrqU22YpT",order_and_repair,,,,,,False,test
2945776,Oh @AppleSupport … not sure how can I recover my password in this case :] https://t.co/jwNCmYCxeV,@813686 Thanks for reaching out. We want to be sure you can access our page to reset your password. Let us know if this helps: https://t.co/lRzEVxtJKt,account_and_security,,,,,,False,test
2210642,@AppleSupport how do I create a timer set up in home control? Let’s say I want a light to turn on at 5pm and turn off at 10pm?,@646135 Thanks for reaching out. Here is a great article to help you use the Home app on your iOS devices: https://t.co/ept6Vf2rqU,how_to_and_setup,,,,,,False,dev
1776282,Uhm okay @115858 how do I️ fix this issue,@533779 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,how_to_and_setup,,,,,,False,test
2958767,@AppleSupport Ive got the iPhone X! I want to have the battery % in the right top corner. Is that possible?,@142959 Got it! The iPhone X battery percentage is located in the Control Center. Feel free to submit feedback to us if you'd like to see it somewhere else: https://t.co/eTPVYVFyd8,device_hardware,,,,,,False,test
2062286,@115858 @115948 my music doesn’t download onto my phone! I have Apple Music help me and yes I’m using WiFi,@203882 We're happy to help with any music issue you're having. Go ahead &amp; reach out to us in DM &amp; we'll continue there. https://t.co/GDrqU22YpT,service_and_connectivity,,,,,,False,test
2896136,Dear @AppleSupport and @118101 .. #IOS11 has made my #ipadpro unfit for use (business) the replacement with #IOS10 from #appleshopbrighton wont register on the #EE network . All I'm told is reset and restore .. #ijustwantittowork !,"@802521 We'd be happy to look into this with you and figure out the best solution for getting your iPad activated. Are you getting an error message when trying to activate it? What have you tried so far, so that we don't repeat anything?",order_and_repair,,,,,,False,test
1433703,"@AppleSupport Whats going on with the ""I"" character? It's not being read correctly. It comes up like an unavailable character. Just a box.",@452880 We'd love to talk about that with you a bit more. Let's go into DM and we'll get started. https://t.co/GDrqU22YpT,software_and_update,,,,,,False,dev
2652495,@AppleSupport Can I still get an appointment today @102470 ave/NYC store?? Is the genius bar 24/7 too????,@748066 We're happy to help. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT,order_and_repair,,,,,,False,test
2652652,"@AppleSupport Am sick of a poor product, poor software and poor customer support. I paid good money for my phone and contract &amp; it’s poor. If I had the money no way would pay over a grand for iPhone X when your getting poor software which you don’t fix. 😡😡😡😡",@263302 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,software_and_update,,,,,,False,test
2300895,@AppleSupport -I can’t get my laptop out of safe mode. https://t.co/NWsIYc0G0N,@667791 We'd love to work on getting your Mac to work smoothly. Send us a DM using the link below with which macOS version you're using. We'll take it from there. https://t.co/GDrqU22YpT,software_and_update,,,,,,False,test
