conversation_id,turn_number,tweet_id,author_id,role,created_at,text_raw,parent_tweet_id,response_tweet_ids,direct_reply_count,is_branch_point,text_clean,language,quality_flag,thread_id,thread_position
101241,2,101240,AppleSupport,support,2017-11-30 17:39:24+00:00,@138155 We've received your DM and will respond to you there shortly.,101241,,0,False,,,,101241_thread_7,2.0
101244,1,101244,138156,customer,2017-11-30 17:12:46+00:00,@AppleSupport Spam emails .... https://t.co/9C2RdPu2zs,,101243,1,False,Spam emails ....,unknown,KEEP,101244_thread_8,1.0
101244,2,101243,AppleSupport,support,2017-11-30 17:35:30+00:00,@138156 Thank you for reaching out to us and providing us with this information. Please report this phishing message using the info here: https://t.co/LNMCdqt6fD,101244,,0,False,,,,101244_thread_8,2.0
101246,1,101246,138157,customer,2017-11-30 17:06:55+00:00,"@AppleSupport updated to iOS 11.1.2, phone crashes repeatedly at 32% battery life. Briefly flashes ‘plug in graphic’, the will restart and crash again within seconds. When drained past 30%, suddenly works fine. Something buggy with the low battery emergency shutdown trigger.",,101245,1,False,"updated to iOS 11.1.2, phone crashes repeatedly at 32% battery life. Briefly flashes ‘plug in graphic’, the will restart and crash again within seconds. When drained past 30%, suddenly works fine. Something buggy with the low battery emergency shutdown trigger.",en,KEEP,101246_thread_9,1.0
101246,2,101245,AppleSupport,support,2017-11-30 17:32:28+00:00,@138157 We can help. Was this happening on the iPhone before the update?  Is there any activity that seems to trigger the issue otherwise?,101246,,0,False,,,,101246_thread_9,2.0
101249,1,101249,138158,customer,2017-11-30 16:42:58+00:00,"My Apple account has been broken for more then 10 weeks now; family sharing doesn’t work, can’t enable it anymore. Can’t share calendars with girlfriend, she doesn’t have access to Apple Music via my family plan (which I do still pay for), etc. 10 weeks and it still isn’t fixed.",,101248,1,False,,,,101249_thread_10,1.0
101249,2,101248,138158,customer,2017-11-30 16:46:40+00:00,"@115858 @116333 My Apple account’s Family Sharing has been broken for 10 weeks now, and support doesn’t seem any closer to fixing this. When asked for alternative solutions the answer is to have yet more patience. This is horrible :( https://t.co/1W9S7hFGwC",101249,101247,1,False,,,,101249_thread_10,2.0
101249,3,101247,AppleSupport,support,2017-11-30 17:31:00+00:00,"@138158 We'd like to see how we can help with this. Send us a DM with further information such as a case number or serial number, if you have one. https://t.co/GDrqU22YpT",101248,,0,False,,,,101249_thread_10,3.0
101251,1,101251,138159,customer,2017-11-30 17:04:08+00:00,@AppleSupport why is my MacBook doing this https://t.co/wpJegaDLPw,,101250,1,False,why is my MacBook doing this,en,KEEP,101251_thread_11,1.0
101251,2,101250,AppleSupport,support,2017-11-30 17:27:14+00:00,@138159 We can work together on this display issue. Were there any recent changes to the Mac or damage (liquid contact or drops). Let us know in DM to get started. https://t.co/GDrqU22YpT,101251,,0,False,,,,101251_thread_11,2.0
101253,1,101253,138160,customer,2017-11-30 17:00:04+00:00,"@AppleSupport please, since the last update 10.13.1, there is a huge delay in the refresh of the files in the Finder. Same problem was before but it was fixed in the previous version. Now, the problem appears again",,101252,1,False,"please, since the last update 10.13.1, there is a huge delay in the refresh of the files in the Finder. Same problem was before but it was fixed in the previous version. Now, the problem appears again",en,KEEP,101253_thread_12,1.0
101253,2,101252,AppleSupport,support,2017-11-30 17:27:00+00:00,"@138160 We want to ensure we're able to get your Mac running as expected. Please meet us in DM with more information on the exact issue you're experiencing. 

You can meet us in DM, here: https://t.co/GDrqU22YpT",101253,,0,False,,,,101253_thread_12,2.0
101256,1,101256,138161,customer,2017-11-30 17:07:33+00:00,@AppleSupport please helpmeni can't sign in icloud account,,101254,1,False,please helpmeni can't sign in icloud account,en,KEEP,101256_thread_13,1.0
101256,2,101254,AppleSupport,support,2017-11-30 17:26:29+00:00,@138161 Having access to your account is important and we're happy to help determine the best options to gain access to your account. Are you receiving an error message when you attempt to log in? DM us and we'll work with you there. https://t.co/GDrqU22YpT,101256,101255,1,False,,,,101256_thread_13,2.0
101256,3,101255,138161,customer,2017-11-30 17:34:45+00:00,"@AppleSupport I forget account and pasword icloud,",101254,101257,1,False,"I forget account and pasword icloud,",en,KEEP,101256_thread_13,3.0
101256,4,101257,AppleSupport,support,2017-11-30 17:58:32+00:00,@138161 This link can help with a forgotten password: https://t.co/fJnZYmbI9N We'll need to refer you here for further help:  https://t.co/UJm15vmMM2 https://t.co/GDrqU22YpT,101255,,0,False,,,,101256_thread_13,4.0
101259,1,101259,138162,customer,2017-11-30 17:09:24+00:00,Only to break File Sharing! Sigh :-( /cc @115858 https://t.co/QGw2mX4igg,,101258,1,False,,,,101259_thread_14,1.0
101259,2,101258,AppleSupport,support,2017-11-30 17:25:35+00:00,@138162 Having issues with File Sharing since updating to the latest macOS? We'd like to hear more about this to see how we can help. Send us a message in DM at the link below with more details to get started. https://t.co/GDrqU22YpT,101259,,0,False,,,,101259_thread_14,2.0
101262,1,101262,138163,customer,2017-11-30 17:03:06+00:00,@AppleSupport Why does the iPhone have “I.T” as the autocorrect for “it”??!,,101260,1,False,Why does the iPhone have “I.T” as the autocorrect for “it”??!,en,KEEP,101262_thread_15,1.0
101262,2,101260,AppleSupport,support,2017-11-30 17:25:01+00:00,@138163 Thanks for reaching out. We'd be happy to help. Which version of iOS are you using? You can check in Settings &gt; General &gt; About.,101262,101261,1,False,,,,101262_thread_15,2.0
101262,3,101261,138163,customer,2017-11-30 17:28:05+00:00,@AppleSupport 11.0.3,101260,101263,1,False,11.0.3,unknown,KEEP,101262_thread_15,3.0
101262,4,101263,AppleSupport,support,2017-11-30 17:50:46+00:00,"@138163 Let's backup your device, then update to the latest version of iOS, as shown here: https://t.co/80YRnjDFDk Then test it out and let us know what you see. Shoot us a DM if the issue persists by tapping here: https://t.co/GDrqU22YpT",101261,,0,False,,,,101262_thread_15,4.0
101266,1,101266,138164,customer,2017-11-30 16:58:24+00:00,Hey @AppleSupport my iPhone 7 suddenly stopped working with Apple CarPlay in my brand new car yesterday. Won't connect via bluetooth or USB either. I've done 2 hard resets &amp; tried other troubleshooting to no avail. Can somebody help me or am I switching to Android soon? 🤔,,101264,1,False,Hey my iPhone 7 suddenly stopped working with Apple CarPlay in my brand new car yesterday. Won't connect via bluetooth or USB either. I've done 2 hard resets & tried other troubleshooting to no avail. Can somebody help me or am I switching to Android soon?,en,KEEP,101266_thread_16,1.0
101266,2,101264,AppleSupport,support,2017-11-30 17:24:33+00:00,@138164 We will do our best to get your CarPlay working again.  Were there any changes on the iPhone recently?  Which iOS version are you using?  You can check under Settings &gt; General &gt; About.,101266,101265,1,False,,,,101266_thread_16,2.0
101266,3,101265,138164,customer,2017-11-30 17:26:25+00:00,"@AppleSupport I’m using 11.1.2 right now. There were no updates done between when my phone last worked and stopped working. The last time it connected it was only briefly—my phone froze while trying to open an app, crashed, and it hasn’t connected since.",101264,101267,1,False,"I’m using 11.1.2 right now. There were no updates done between when my phone last worked and stopped working. The last time it connected it was only briefly—my phone froze while trying to open an app, crashed, and it hasn’t connected since.",en,KEEP,101266_thread_16,3.0
101266,4,101267,138164,customer,2017-11-30 17:26:53+00:00,@AppleSupport And before that I hadn’t done any updates between when it worked normally and the time it froze &amp; crashed.,101265,101268,1,False,And before that I hadn’t done any updates between when it worked normally and the time it froze & crashed.,en,KEEP,101266_thread_16,4.0
101266,5,101268,AppleSupport,support,2017-11-30 17:51:29+00:00,@138164 Thanks.  Are you able to successfully connect to any other Bluetooth devices?,101267,101269,1,False,,,,101266_thread_16,5.0
101266,6,101269,138164,customer,2017-11-30 18:38:47+00:00,"@AppleSupport I’m currently staying with family and don’t have access to other Bluetooth devices to connect to, unfortunately.",101268,101270,1,False,"I’m currently staying with family and don’t have access to other Bluetooth devices to connect to, unfortunately.",en,KEEP,101266_thread_16,6.0
101266,7,101270,AppleSupport,support,2017-11-30 19:00:08+00:00,"@138164 Understood, thanks. Are you showing any updates available for the firmware in your car? Also, are you showing any connection errors on your iPhone or in the car?",101269,101271,1,False,,,,101266_thread_16,7.0
101266,8,101271,138164,customer,2017-11-30 19:07:51+00:00,"@AppleSupport No updates on the car, and my partner’s phone is pairing with Android Auto just fine. When I try plug my phone into the car, the car doesn’t respond at all. Even bought a new cord to make sure it wasn’t a connection issue.",101270,101272,1,False,"No updates on the car, and my partner’s phone is pairing with Android Auto just fine. When I try plug my phone into the car, the car doesn’t respond at all. Even bought a new cord to make sure it wasn’t a connection issue.",en,KEEP,101266_thread_16,8.0
101266,9,101272,AppleSupport,support,2017-11-30 19:27:27+00:00,"@138164 You've completed some great steps, thanks. DM the make and model of your car and we'll continue there. https://t.co/GDrqU22YpT",101271,,0,False,,,,101266_thread_16,9.0
101274,1,101274,138165,customer,2017-11-30 17:03:48+00:00,Alguien sabe pxq le pasa esto a mi nuevo iPhone X @AppleSupport @138166 ese cuadro q?😤 https://t.co/XorCuOdyUF,,"101273,101275,101276",1,False,Alguien sabe pxq le pasa esto a mi nuevo iPhone X ese cuadro q?,es,KEEP,101274_thread_17,1.0
101274,2,101273,AppleSupport,support,2017-11-30 17:23:27+00:00,@138165 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,101274,,0,False,,,,101274_thread_17,2.0
101278,1,101278,138167,customer,2017-11-30 16:57:50+00:00,@AppleSupport Is there any way to check the overall battery health of my iPhone 6?,,101277,1,False,Is there any way to check the overall battery health of my iPhone 6?,en,KEEP,101278_thread_18,1.0
101278,2,101277,AppleSupport,support,2017-11-30 17:21:00+00:00,"@138167 We understand how important battery life is. 

Let's take a look into your support options in DM. Send us a message with the version of iOS you're currently on. The latest is iOS 11.1.2. https://t.co/GDrqU22YpT",101278,,0,False,,,,101278_thread_18,2.0
101280,1,101280,138168,customer,2017-11-30 16:59:13+00:00,@AppleSupport yo what’s your phone number,,101279,1,False,yo what’s your phone number,en,KEEP,101280_thread_19,1.0
101280,2,101279,AppleSupport,support,2017-11-30 17:18:00+00:00,"@138168 Thanks for reaching out. To reach our telephone support, you can use this link:  https://t.co/IBIY3vMgPj",101280,,0,False,,,,101280_thread_19,2.0
101282,1,101282,138169,customer,2017-11-30 16:55:59+00:00,Hey @AppleSupport could you make it more impossible and frustrating to get a Genius Bar Reservation for an elderly person? Ridiculous.,,"101281,101283",1,False,Hey could you make it more impossible and frustrating to get a Genius Bar Reservation for an elderly person? Ridiculous.,en,KEEP,101282_thread_20,1.0
101282,2,101281,AppleSupport,support,2017-11-30 17:18:00+00:00,@138169 We're here for you. Use the link below to send us a DM with your country of residence and we'll look into support options with you. https://t.co/GDrqU22YpT,101282,,0,False,,,,101282_thread_20,2.0
101285,1,101285,138170,customer,2017-11-30 16:56:28+00:00,Anybody else getting really annoyed with trying to type “it” and constantly having it autocorrect to I.T ???? What’s good with that @115858 ???,,101284,1,False,,,,101285_thread_21,1.0
101285,2,101284,AppleSupport,support,2017-11-30 17:18:00+00:00,"@138170 We'd like to help. Please let us know in DM the device you are using, along with the software version it is running to start: https://t.co/GDrqU22YpT",101285,,0,False,,,,101285_thread_21,2.0
101287,1,101287,138171,customer,2017-11-30 17:00:28+00:00,@AppleSupport My iPhone X makes a clicking sound from the screen if you press on the bottom left corner of the screen,,101286,1,False,My iPhone X makes a clicking sound from the screen if you press on the bottom left corner of the screen,en,KEEP,101287_thread_22,1.0
101287,2,101286,AppleSupport,support,2017-11-30 17:17:33+00:00,"@138171 Hey, we can look into some options for your iPhone X. We know it's not ideal to hear unexpected sounds comings from your device. DM us the country you're located in and we'll go from there. https://t.co/GDrqU22YpT",101287,,0,False,,,,101287_thread_22,2.0
101290,1,101290,138172,customer,2017-11-30 16:50:51+00:00,MY PHONE IS UNLOCKED SO WHY CAN'T I VIEW MY NOTIFICATIONS #iOS11 @AppleSupport @115858 @116333 https://t.co/v7o2XNESxl,,101288,1,False,MY PHONE IS UNLOCKED SO WHY CAN'T I VIEW MY NOTIFICATIONS iOS11,en,KEEP,101290_thread_23,1.0
101290,2,101288,AppleSupport,support,2017-11-30 17:17:26+00:00,"@138172 We'll work together to get you able to view those notifications in no time. What happens when you try to view that notification? Also, what iOS version is running and which iPhone model is this happening on?",101290,101289,1,False,,,,101290_thread_23,2.0
101290,3,101289,138172,customer,2017-11-30 17:18:25+00:00,@AppleSupport Nothing happens. iOS11.1.2. iPhone 7.,101288,101291,1,False,Nothing happens. iOS11.1.2. iPhone 7.,en,KEEP,101290_thread_23,3.0
101290,4,101291,AppleSupport,support,2017-11-30 17:49:01+00:00,"@138172 Thanks for letting us know. Let's have you try to restart the iPhone and then see if that issue persists. This can help: https://t.co/OWRDHWSt4h Let us know how that goes afterward. Also, check out this article about notifications: https://t.co/2txgOv5s2M https://t.co/GDrqU22YpT",101289,101292,1,False,,,,101290_thread_23,4.0
101290,5,101292,138172,customer,2017-11-30 17:57:07+00:00,@AppleSupport happened multiple times over 3-4 weeks. even after restarting. can't seem to replicate the scenario though.,101291,101293,1,False,happened multiple times over 3-4 weeks. even after restarting. can't seem to replicate the scenario though.,en,KEEP,101290_thread_23,5.0
101290,6,101293,AppleSupport,support,2017-11-30 18:16:56+00:00,"@138172 Thanks for that info. To confirm, the issue is not happening now after restarting the iPhone?",101292,101294,1,False,,,,101290_thread_23,6.0
101290,7,101294,138172,customer,2017-11-30 22:43:37+00:00,@AppleSupport As I said I can't recreate the scenario but it happens once every week or so,101293,101295,1,False,As I said I can't recreate the scenario but it happens once every week or so,en,KEEP,101290_thread_23,7.0
101290,8,101295,AppleSupport,support,2017-11-30 22:57:00+00:00,"@138172 If that issue happens again, go ahead and reach out to us in DM and let us know more about it then. We'll be happy to help further then. https://t.co/GDrqU22YpT",101294,,0,False,,,,101290_thread_23,8.0
101298,1,101298,138174,customer,2017-11-30 16:53:25+00:00,@AppleSupport is it possible to make an appointment for someone else? My sister is locked out of her account and her iPhone is dead so she can’t receive the code.,,101297,1,False,is it possible to make an appointment for someone else? My sister is locked out of her account and her iPhone is dead so she can’t receive the code.,en,KEEP,101298_thread_24,1.0
101298,2,101297,AppleSupport,support,2017-11-30 17:17:25+00:00,"@138174 We’d be happy to assist.  Just so we are on the same page, she is trying to receive her two-factor authentication to unlock her Apple ID, and you wanted to make an Apple Retail Store appointment?  Please respond in DM. https://t.co/GDrqU22YpT",101298,,0,False,,,,101298_thread_24,2.0
101300,1,101300,138175,customer,2017-11-30 16:52:05+00:00,@AppleSupport just a heads up here's a glitch. Songs get stuck on the lock screen iOS 11.1.2 iPhone X https://t.co/uycL4Qw6DN,,101299,1,False,just a heads up here's a glitch. Songs get stuck on the lock screen iOS 11.1.2 iPhone X,en,KEEP,101300_thread_25,1.0
101300,2,101299,AppleSupport,support,2017-11-30 17:16:00+00:00,@138175 Thank you for reaching out to us. How often has this happened? Does it occur while using cellular data as well as a Wi-Fi connection? Let us know in DM. https://t.co/GDrqU22YpT,101300,,0,False,,,,101300_thread_25,2.0
101302,1,101302,138176,customer,2017-11-30 16:52:13+00:00,@115858 @AppleSupport common guys. I rely on your products for video production for broadcast and your update to fix your security issue is completely crashing the OS... as a life long user of your products this is unacceptable,,101301,1,False,common guys. I rely on your products for video production for broadcast and your update to fix your security issue is completely crashing the OS... as a life long user of your products this is unacceptable,en,KEEP,101302_thread_26,1.0
101302,2,101301,AppleSupport,support,2017-11-30 17:15:37+00:00,@138176 We can definitely understand and want you to be able to rely on our products and software. Which device are you using and what exactly happens?,101302,,0,False,,,,101302_thread_26,2.0
101304,1,101304,138177,customer,2017-11-30 16:53:53+00:00,"@AppleSupport how do I go about raising a high level complaint please? 4 senior techs couldn’t help fix my problem, now my e mails are being unanswered, want a refund for a product that’s not fit for purpose, have tried everything to fix, thanks.",,101303,1,False,"how do I go about raising a high level complaint please? 4 senior techs couldn’t help fix my problem, now my e mails are being unanswered, want a refund for a product that’s not fit for purpose, have tried everything to fix, thanks.",en,KEEP,101304_thread_27,1.0
101304,2,101303,AppleSupport,support,2017-11-30 17:13:25+00:00,@138177 We'd be happy to look into this with you. DM us using the link below and we'll go from there. https://t.co/GDrqU22YpT,101304,,0,False,,,,101304_thread_27,2.0
102355,1,102355,138468,customer,2017-11-23 17:00:52+00:00,"@AppleSupport MacBook won’t turn on...gives me this screen, I need my serial number to call Apple support, won’t turn on....HELP https://t.co/1s2CwpdWEG",,102354,1,False,"MacBook won’t turn on...gives me this screen, I need my serial number to call Apple support, won’t turn on....HELP",en,KEEP,102355_thread_28,1.0
102355,2,102354,AppleSupport,support,2017-11-23 17:50:00+00:00,@138468 No worries. Help has arrived. We have a few questions that will help us get to the bottom of this. How were you using your Mac just before this occurred? Have you added new external hardware or accessories? Send us a DM. https://t.co/GDrqU22YpT,102355,,0,False,,,,102355_thread_28,2.0
102358,1,102358,138469,customer,2017-11-23 16:48:02+00:00,"Hi @AppleSupport since I’ve updated my iphone 6, sometimes it freezes while writing a message here, on Line or elsewhere. Never happened before. What the fuck? More than an update, its a #downdate . Get your shit together please, for Jobs’s sake!! 

Sincerely pissed,

A user",,"102356,102359",1,False,"Hi since I’ve updated my iphone 6, sometimes it freezes while writing a message here, on Line or elsewhere. Never happened before. What the fuck? More than an update, its a downdate . Get your shit together please, for Jobs’s sake!! Sincerely pissed, A user",en,KEEP,102358_thread_29,1.0
102358,2,102356,AppleSupport,support,2017-11-23 17:46:29+00:00,@138469 We'd like to look into your performance concerns with you. Reach out via DM using the link below and let us know what version of iOS 11 you have installed. You can check by tapping Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,102358,102357,1,False,,,,102358_thread_29,2.0
102358,3,102357,138469,customer,2017-11-23 17:56:22+00:00,@AppleSupport Wow! Thanks for answering! And sorry for the bad language! (Although it served its purpose hehe) Sending that DM right now! 😊👍🏼,102356,,0,False,Wow! Thanks for answering! And sorry for the bad language! (Although it served its purpose hehe) Sending that DM right now!,en,KEEP,102358_thread_29,3.0
102363,1,102363,138471,customer,2017-11-23 16:42:21+00:00,"Dear @AppleSupport, the feature that is suppose to keep Live Photos off doesn’t work. A fix would be nice. Thanks!",,102362,1,False,"Dear , the feature that is suppose to keep Live Photos off doesn’t work. A fix would be nice. Thanks!",en,KEEP,102363_thread_30,1.0
102363,2,102362,AppleSupport,support,2017-11-23 17:34:30+00:00,@138471 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,102363,,0,False,,,,102363_thread_30,2.0
103143,1,103143,138688,customer,2017-11-30 17:38:35+00:00,"@AppleSupport CAN I PLEASE TALK TO A REAL PERSON, and not an automated voice? I've been on hold for 45 mins, got hung up on. I need your HELP LIKE NOW!!",,103142,1,False,"CAN I PLEASE TALK TO A REAL PERSON, and not an automated voice? I've been on hold for 45 mins, got hung up on. I need your HELP LIKE NOW!!",en,KEEP,103143_thread_31,1.0
103143,2,103142,AppleSupport,support,2017-11-30 18:12:00+00:00,"@138688 We want you get the help you're needing. Perhaps we can offer some solutions here. Shoot us a DM, letting us know what's going on and from there we'll provide any assistance we can. https://t.co/GDrqU22YpT",103143,,0,False,,,,103143_thread_31,2.0
103146,1,103146,138689,customer,2017-11-30 17:41:53+00:00,@AppleSupport how do I stop this auto brightness 😩😩 I like my screen dark and it just randomly gets bright,,103144,1,False,how do I stop this auto brightness I like my screen dark and it just randomly gets bright,en,KEEP,103146_thread_32,1.0
103146,2,103144,AppleSupport,support,2017-11-30 18:11:29+00:00,"@138689 Thanks for reaching out. We know how important it is to control your display brightness, and we're happy to help. Can you tell us which device model and version of software you're using so we can provide the steps for how to adjust this?",103146,103145,1,False,,,,103146_thread_32,2.0
103146,3,103145,138689,customer,2017-11-30 22:42:21+00:00,@AppleSupport I have an iPhone 7 running iOS 11.1.2,103144,103147,1,False,I have an iPhone 7 running iOS 11.1.2,no,KEEP,103146_thread_32,3.0
103146,4,103147,AppleSupport,support,2017-11-30 22:57:00+00:00,@138689 This article provides the steps for how to adjust the brightness on your iPhone 7: https://t.co/QGzyuyr5Ra Let us know if this helps.,103145,103148,1,False,,,,103146_thread_32,4.0
103146,5,103148,138689,customer,2017-11-30 23:00:50+00:00,@AppleSupport Omg yesss thank you !!!!,103147,103149,1,False,Omg yesss thank you !!!!,en,KEEP,103146_thread_32,5.0
103146,6,103149,AppleSupport,support,2017-11-30 23:09:27+00:00,@138689 You're very welcome. Please let us know if you have any additional questions. We're happy to help. Have a great evening!,103148,,0,False,,,,103146_thread_32,6.0
103151,1,103151,138690,customer,2017-11-30 17:43:29+00:00,"@115858 my iPhone gets slower and slower with every update and for this I thank you, keep up the good work",,103150,1,False,,,,103151_thread_33,1.0
103151,2,103150,AppleSupport,support,2017-11-30 18:10:01+00:00,@138690 We know how important updates are and we want to help you use the device as you expect. DM us what device and iOS version you're using. https://t.co/GDrqU22YpT,103151,,0,False,,,,103151_thread_33,2.0
103154,1,103154,138691,customer,2017-11-30 17:41:55+00:00,@AppleSupport I need your help!!,,103152,1,False,I need your help!!,unknown,KEEP,103154_thread_34,1.0
103154,2,103152,AppleSupport,support,2017-11-30 18:07:53+00:00,@138691 You've come to the right place! What's going on?,103154,103153,1,False,,,,103154_thread_34,2.0
103154,3,103153,138691,customer,2017-11-30 18:08:34+00:00,@AppleSupport i’m almost at my fundraising goal and could use a hand :) https://t.co/TkwBLAln5J,103152,,0,False,i’m almost at my fundraising goal and could use a hand :),en,KEEP,103154_thread_34,3.0
103157,1,103157,138692,customer,2017-11-30 17:43:36+00:00,@AppleSupport I cannot update my phone to iOS 11 I keep getting an error occurred while trying to install the download I've tried restarting force restart cleared at least 5gb of space what now,,103155,1,False,I cannot update my phone to iOS 11 I keep getting an error occurred while trying to install the download I've tried restarting force restart cleared at least 5gb of space what now,en,KEEP,103157_thread_35,1.0
103157,2,103155,AppleSupport,support,2017-11-30 18:06:28+00:00,"@138692 Thank you for reaching out. Let's get you updated. To better assist, are you attempting to update directly on the iPhone via Settings or via a computer with iTunes?",103157,103156,1,False,,,,103157_thread_35,2.0
